wals.code	glottocode	name	latitude	longitude	macroarea	genus	family	sample 100	sample 200
kmp	kuni1267	Kunimaipa	-8	146.8333333	Papunesia	Goilalan	Trans-New Guinea	FALSE	FALSE
sea	sout2859	Southeast Ambrym	-16.3	168.2166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
mwo	motl1237	Mwotlap	-13.58333333	167.5833333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
tlo	tobe1252	Tobelo	1.5	128.5	Papunesia	North Halmaheran	West Papuan	FALSE	FALSE
agc	cent2084	Agta (Central)	17.96666667	121.8333333	Papunesia	Greater Central Philippine	Austronesian	FALSE	FALSE
niu	niue1239	Niuean	-19.05	-170.1166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
mlu	male1289	Maleu	-5.716666667	148.4166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
gay	gayo1244	Gayo	4.5	97.5	Papunesia	Northwest Sumatra-Barrier Islands	Austronesian	FALSE	FALSE
nab	naba1256	Nabak	-6.416666667	147	Papunesia	Finisterre-Huon	Trans-New Guinea	FALSE	FALSE
yim	yima1243	Yimas	-4.666666667	143.55	Papunesia	Lower Sepik	Lower Sepik-Ramu	FALSE	TRUE
nau	naur1243	Nauruan	-0.5	166.9166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
mmb	mbul1263	Mangap-Mbula	-5.666666667	148.0833333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
woi	kama1365	Woisika	-8.25	124.8333333	Papunesia	Greater Alor	Timor-Alor-Pantar	FALSE	FALSE
ane	anem1249	Anêm	-5.583333333	149.0833333	Papunesia	Anêm	Anêm	FALSE	FALSE
mnr	mand1442	Mandar	-3.416666667	119.0833333	Papunesia	South Sulawesi	Austronesian	FALSE	FALSE
mav	mari1435	Maring	-5.5	144.6666667	Papunesia	Chimbu	Trans-New Guinea	FALSE	FALSE
der	dera1245	Dla (Proper)	-3.583333333	141	Papunesia	Senagi	Senagi	FALSE	FALSE
pnn	pang1290	Pangasinan	15.91666667	120.3333333	Papunesia	Northern Luzon	Austronesian	FALSE	FALSE
sio	sioo1240	Sio	-5.95	147.3333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
msn	mais1250	Maisin	-9.5	149.1666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
cve	chua1250	Chuave	-6.116666667	145.1166667	Papunesia	Chimbu	Trans-New Guinea	FALSE	FALSE
pis	asue1235	Pisa	-5.166666667	139.1666667	Papunesia	Awju-Dumut	Trans-New Guinea	FALSE	FALSE
sah	sahu1245	Sahu	1.166666667	127.5	Papunesia	North Halmaheran	West Papuan	FALSE	FALSE
dob	dobe1238	Dobel	-6.25	134.6666667	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
usa	usan1239	Usan	-4.833333333	145.1666667	Papunesia	Madang	Trans-New Guinea	FALSE	TRUE
yli	angg1239	Yali	-4	139.3333333	Papunesia	Dani	Trans-New Guinea	FALSE	FALSE
bhn	bahi1254	Bahinemo	-4.583333333	142.8333333	Papunesia	Sepik Hill	Sepik	FALSE	FALSE
kmt	kemt1242	Kemtuik	-2.666666667	140.3333333	Papunesia	Nimboran	Nimboran	FALSE	FALSE
mpu	mpur1239	Mpur	-0.75	133.25	Papunesia	Kebar	West Papuan	FALSE	FALSE
dou	dout1240	Doutai	-3.333333333	138.1666667	Papunesia	Lakes Plain	Lakes Plain	FALSE	FALSE
cem	cemu1238	Cèmuhî	-20.83333333	165.1666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
tld	tala1285	Talaud	4.25	126.75	Papunesia	Sangiric	Austronesian	FALSE	FALSE
tag	taga1270	Tagalog	15	121	Papunesia	Greater Central Philippine	Austronesian	TRUE	TRUE
blk	bala1315	Balantak	-0.833333333	123.25	Papunesia	Celebic	Austronesian	FALSE	FALSE
lon	loni1238	Loniu	-2.066666667	147.3333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
eml	emba1238	Embaloh	1.166666667	112.3333333	Papunesia	South Sulawesi	Austronesian	FALSE	FALSE
neh	neha1247	Nehan	-4.5	154.2	Papunesia	Oceanic	Austronesian	FALSE	FALSE
amx	anam1248	Anamuxra	-4.666666667	145	Papunesia	Madang	Trans-New Guinea	FALSE	FALSE
hil	hili1240	Hiligaynon	10.25	123	Papunesia	Greater Central Philippine	Austronesian	FALSE	FALSE
tbl	tabl1243	Tabla	-2.45	140.4166667	Papunesia	Sentani	Sentani	FALSE	FALSE
for	fore1270	Fore	-6.75	145.5	Papunesia	Eastern Highlands	Trans-New Guinea	FALSE	FALSE
awt	awtu1239	Awtuw	-3.583333333	142	Papunesia	Ram	Sepik	FALSE	FALSE
nif	niua1240	Niuafo'ou	-15.56666667	-175.6166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
ant	anga1290	Angaataha	-7.216666667	146.25	Papunesia	Angan	Trans-New Guinea	FALSE	FALSE
ura	urav1235	Ura	-18.66666667	169.0833333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
muy	muyu1244	Muyuw	-9.083333333	152.75	Papunesia	Oceanic	Austronesian	FALSE	FALSE
nrm	naro1251	Narom	4.416666667	114	Papunesia	North Borneo	Austronesian	FALSE	FALSE
tif	tifa1245	Tifal	-5	141.3333333	Papunesia	Ok	Trans-New Guinea	FALSE	FALSE
iva	ivat1242	Ivatan	20.5	122	Papunesia	Batanic	Austronesian	FALSE	FALSE
hnn	hanu1241	Hanunóo	12.33333333	121.25	Papunesia	Greater Central Philippine	Austronesian	FALSE	FALSE
mya	maya1282	Ma'ya	-1.25	130.9166667	Papunesia	South Halmahera - West New Guinea	Austronesian	FALSE	FALSE
mks	maka1311	Makassar	-5.416666667	119.5833333	Papunesia	South Sulawesi	Austronesian	FALSE	FALSE
min	mina1268	Minangkabau	-1	101	Papunesia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
sru	sela1259	Selaru	-8.2	131	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
gah	alek1238	Gahuku	-6	145.4166667	Papunesia	Eastern Highlands	Trans-New Guinea	FALSE	FALSE
sry	sira1267	Siraya	23	120.25	Papunesia	East Formosan	Austronesian	FALSE	FALSE
rwa	rawa1267	Rawa	-5.833333333	146	Papunesia	Finisterre-Huon	Trans-New Guinea	FALSE	FALSE
tat	tata1257	Tatana'	5.5	115.5	Papunesia	North Borneo	Austronesian	FALSE	FALSE
nnm	tuva1244	Nanumea	-5.666666667	176.1166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
tvl	tuva1244	Tuvaluan	-8.5	179.1666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
wsk	wask1241	Waskia	-4.5	146	Papunesia	Madang	Trans-New Guinea	FALSE	FALSE
mel	cent2101	Melanau	2.5	111.5	Papunesia	North Borneo	Austronesian	FALSE	FALSE
ayw	ayiw1239	Ayiwo	-10.33333333	166.25	Papunesia	Oceanic	Austronesian	FALSE	FALSE
kim	kima1246	Kimaghama	-8	138.5	Papunesia	Kolopom	Kolopom	FALSE	FALSE
tng	tong1325	Tongan	-21.16666667	-175.1666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
sik	sika1262	Sika	-8.7	122.25	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
bun	tere1278	Buin	-6.75	155.75	Papunesia	East Bougainville	East Bougainville	FALSE	FALSE
yar	yare1248	Yareba	-9.5	148.5	Papunesia	Yareban	Yareban	FALSE	FALSE
mrn	mara1404	Maranao	7.833333333	124.25	Papunesia	Greater Central Philippine	Austronesian	FALSE	FALSE
tak	taki1248	Takia	-4.666666667	146	Papunesia	Oceanic	Austronesian	FALSE	FALSE
awa	awap1236	Awa	-6.666666667	145.75	Papunesia	Eastern Highlands	Trans-New Guinea	FALSE	FALSE
ory	orya1242	Orya	-2.75	139.8333333	Papunesia	Orya	Tor-Orya	FALSE	FALSE
iba	iban1264	Iban	2	112	Papunesia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
msh	mars1254	Marshallese	7.116666667	171.05	Papunesia	Oceanic	Austronesian	FALSE	FALSE
boa	kuni1265	Boazi	-7	141.3333333	Papunesia	Marind	Anim	FALSE	FALSE
snt	nucl1632	Sentani	-2.583333333	140.5833333	Papunesia	Sentani	Sentani	FALSE	TRUE
see	taro1264	Seediq	24.16666667	121.4166667	Papunesia	Atayalic	Austronesian	FALSE	FALSE
biq	sara1326	Bilaan (Koronadal)	6	125.3333333	Papunesia	Bilic	Austronesian	FALSE	FALSE
poh	pohn1238	Pohnpeian	6.883333333	158.25	Papunesia	Oceanic	Austronesian	FALSE	FALSE
len	lena1238	Lenakel	-19.45	169.25	Papunesia	Oceanic	Austronesian	FALSE	FALSE
kmo	moun1252	Koiali (Mountain)	-9	147.5	Papunesia	Koiarian	Trans-New Guinea	FALSE	FALSE
bum	tean1237	Buma	-11.63333333	166.8333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
atc	urip1239	Atchin	-16	167.3333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
kmr	kamo1255	Kamoro	-4.333333333	136	Papunesia	Asmat-Kamoro	Trans-New Guinea	FALSE	FALSE
tsg	taus1251	Tausug	6	121	Papunesia	Greater Central Philippine	Austronesian	FALSE	FALSE
kwo	kwom1262	Kwoma	-4.166666667	142.75	Papunesia	Nukuma	Sepik	FALSE	FALSE
tgk	tiga1245	Tigak	-2.716666667	150.8	Papunesia	Oceanic	Austronesian	FALSE	FALSE
tmg	tama1336	Tamagario	-6.416666667	139.25	Papunesia	Kayagar	Kayagar	FALSE	FALSE
mkl	makl1246	Maklew	-7.666666667	139.4166667	Papunesia	Bulaka River	Bulaka River	FALSE	FALSE
err	siee1239	Erromangan	-18.83333333	169.1666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
nua	nuau1240	Nuaulu	-3.25	129.1666667	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
kwa	kwai1243	Kwaio	-8.95	161	Papunesia	Oceanic	Austronesian	FALSE	FALSE
kti	yong1280	"Kati (in West Papua, Indonesia)"	-5.75	140.9166667	Papunesia	Ok	Trans-New Guinea	FALSE	FALSE
pai	paiw1248	Paiwan	22.5	120.8333333	Papunesia	Paiwan	Austronesian	TRUE	TRUE
sro	siro1249	Siroi	-5.5	146	Papunesia	Madang	Trans-New Guinea	FALSE	FALSE
hal	hali1244	Halia	-5.25	154.6666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
mkr	arua1260	Mikarew	-4.416666667	144.9166667	Papunesia	Mikarew	Lower Sepik-Ramu	FALSE	FALSE
sbg	bala1311	Sama (Balangingi)	6.166666667	121.8333333	Papunesia	Sama-Bajaw	Austronesian	FALSE	FALSE
sng	sina1266	Sinaugoro	-9.833333333	147.8333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
pta	dumb1241	Paita	-22.08333333	166.5	Papunesia	Oceanic	Austronesian	FALSE	FALSE
wog	woga1249	Wogamusin	-4.25	142.3333333	Papunesia	Upper Sepik	Sepik	FALSE	FALSE
mea	meya1236	Meyah	-1.166666667	133.5	Papunesia	East Bird's Head	East Bird's Head	FALSE	FALSE
yal	kosa1249	Yale (Kosarek)	-4.083333333	139.5	Papunesia	Mek	Trans-New Guinea	FALSE	FALSE
kat	kate1253	Kâte	-6.5	147.75	Papunesia	Finisterre-Huon	Trans-New Guinea	FALSE	FALSE
iir	papu1250	Indonesian (Papuan)	-2.5	140.6666667	Papunesia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
inj	indo1316	Indonesian (Jakarta)	-6.166666667	106.75	Papunesia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
ind	indo1316	Indonesian	0	106	Papunesia	Malayo-Sumbawan	Austronesian	TRUE	TRUE
mao	maor1246	Maori	-40	176	Papunesia	Oceanic	Austronesian	FALSE	TRUE
mtu	motu1246	Motu	-9.333333333	147	Papunesia	Oceanic	Austronesian	FALSE	FALSE
tlf	tele1256	Telefol	-5	141.75	Papunesia	Ok	Trans-New Guinea	FALSE	FALSE
yei	yeii1239	Yei	-7.916666667	140.9166667	Papunesia	Morehead and Upper Maro Rivers	Morehead and Upper Maro Rivers	FALSE	FALSE
haw	hawa1245	Hawaiian	19.58333333	-155.5	Papunesia	Oceanic	Austronesian	FALSE	FALSE
tnk	tung1290	Tungak	-2.55	150.25	Papunesia	Oceanic	Austronesian	FALSE	FALSE
mot	siwa1245	Motuna	-6.616666667	155.4166667	Papunesia	East Bougainville	East Bougainville	FALSE	FALSE
mrk	muri1260	Murik	-3.833333333	144.25	Papunesia	Lower Sepik	Lower Sepik-Ramu	FALSE	FALSE
awy	awyi1241	Awyi	-2.916666667	140.5833333	Papunesia	Border	Border	FALSE	FALSE
daa	daak1235	Da'a	-1	119.5833333	Papunesia	Celebic	Austronesian	FALSE	FALSE
kli	ledo1238	Kaili	-1.166666667	120	Papunesia	Celebic	Austronesian	FALSE	FALSE
yqy	yaqa1246	Yaqay	-6.583333333	139.25	Papunesia	Marind	Anim	FALSE	FALSE
one	molm1235	One	-3.25	141.9166667	Papunesia	West Wapei	Torricelli	FALSE	FALSE
wol	wole1240	Woleaian	7.333333333	143.8333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
isa	kris1246	I'saka	-2.833333333	141.2833333	Papunesia	Krisa	Skou	FALSE	FALSE
tla	kuan1248	Tolai	-4.25	152.0833333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
bon	bong1291	Bongu	-5.5	145.9166667	Papunesia	Madang	Trans-New Guinea	FALSE	FALSE
wll	wall1257	Wallisian	-13.3	-176.2	Papunesia	Oceanic	Austronesian	FALSE	FALSE
cha	cham1312	Chamorro	13.45	144.75	Papunesia	Chamorro	Austronesian	TRUE	TRUE
fut	futu1245	Futuna-Aniwa	-19.53333333	170.2166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
tbt	toba1266	Tobati	-2.583333333	140.6666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
teo	teop1238	Teop	-5.666666667	155	Papunesia	Oceanic	Austronesian	FALSE	FALSE
nne	neng1238	Nengone	-21.5	168	Papunesia	Oceanic	Austronesian	FALSE	FALSE
toa	toar1246	Toaripi	-8.333333333	146.25	Papunesia	Eleman Proper	Eleman	FALSE	FALSE
tuk	tuka1247	Tukang Besi	-5.5	123.5	Papunesia	Celebic	Austronesian	TRUE	TRUE
anj	anei1239	Anejom	-20.2	169.8	Papunesia	Oceanic	Austronesian	FALSE	FALSE
sue	suen1241	Suena	-7.75	147.55	Papunesia	Binanderean	Trans-New Guinea	FALSE	TRUE
krr	kair1263	Kairiru	-3.333333333	143.5833333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
bnm	binu1245	Binumarien	-6.283333333	146.0833333	Papunesia	Eastern Highlands	Trans-New Guinea	FALSE	FALSE
poa	fwai1237	Po-Ai	-20.66666667	164.8333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
iwm	iwam1256	Iwam	-4.333333333	142	Papunesia	Upper Sepik	Sepik	FALSE	FALSE
hat	hata1243	Hatam	-1	134	Papunesia	Hatam	West Papuan	FALSE	FALSE
ymi	yami1254	Yami	22	121.5	Papunesia	Batanic	Austronesian	FALSE	FALSE
zim	zima1244	Zimakani	-7.433333333	141.4333333	Papunesia	Marind	Anim	FALSE	FALSE
kly	kala1377	Kala Lagaw Ya	-10.11666667	142.1166667	Papunesia	Northern Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
iaa	iaai1238	Iaai	-20.41666667	166.5833333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
pok	rawo1244	Poko-Rawo	-2.833333333	141.5833333	Papunesia	Serra Hills	Skou	FALSE	FALSE
kln	wers1238	Kolana	-8.25	125.1166667	Papunesia	Kolana-Tanglapui	Timor-Alor-Pantar	FALSE	FALSE
nal	nali1244	Nalik	-2.95	151.3333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
pat	pate1247	Patep	-6.916666667	146.5833333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
mgd	mong1342	Mongondow	0.666666667	124	Papunesia	Greater Central Philippine	Austronesian	FALSE	FALSE
tnt	tont1239	Tontemboan	1.083333333	124.5	Papunesia	Minahasan	Austronesian	FALSE	FALSE
ama	amar1272	Amara	-5.666666667	148.5	Papunesia	Oceanic	Austronesian	FALSE	FALSE
koi	gras1249	Koiari	-9.5	147.3333333	Papunesia	Koiarian	Trans-New Guinea	FALSE	FALSE
wal	valm1241	Walman	-3.216666667	142.5	Papunesia	Wapei-Palei	Torricelli	FALSE	FALSE
yaw	nucl1454	Yawa	-1.75	136.25	Papunesia	Yawa	Yawa	FALSE	FALSE
slb	sali1295	Saliba (in Papua New Guinea)	-10.58333333	150.7166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
kap	kela1255	Kela (Apoze)	-7.416666667	147.0833333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
awi	aeky1238	Aekyom	-5.75	141.4166667	Papunesia	Awin-Pare	Awin-Pare	FALSE	FALSE
ahu	aghu1255	Aghu	-6.166666667	140.1666667	Papunesia	Awju-Dumut	Trans-New Guinea	FALSE	FALSE
sam	samo1305	Samoan	-13.91666667	-171.8333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
sob	sobe1238	Sobei	-1.916666667	138.75	Papunesia	Oceanic	Austronesian	FALSE	FALSE
ari	arib1241	Aribwatsa	-6.716666667	147	Papunesia	Oceanic	Austronesian	FALSE	FALSE
wet	luan1263	Wetan	-8.166666667	128	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
msm	muso1238	Musom	-6.583333333	147	Papunesia	Oceanic	Austronesian	FALSE	FALSE
nin	ning1273	Ningil	-3.5	142.25	Papunesia	Wapei-Palei	Torricelli	FALSE	FALSE
bil	bilu1245	Bilua	-7.75	156.6666667	Papunesia	Bilua	Solomons East Papuan	FALSE	FALSE
tin	tiri1258	Tinrin	-21.66666667	165.75	Papunesia	Oceanic	Austronesian	FALSE	FALSE
bat	bata1301	Batak	10.25	119.0833333	Papunesia	Greater Central Philippine	Austronesian	FALSE	FALSE
sis	baba1268	Sisiqa	-7	156.8333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
cuu	chuu1238	Chuukese	7.333333333	151.75	Papunesia	Oceanic	Austronesian	FALSE	FALSE
baj	indo1317	Bajau (Sama)	-4.333333333	123	Papunesia	Sama-Bajaw	Austronesian	FALSE	FALSE
ymd	yamd1240	Yamdena	-7.5	131.5	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
mtk	matu1261	Matukar	-4.916666667	145.75	Papunesia	Oceanic	Austronesian	FALSE	FALSE
bit	biat1246	Biatah	1.25	110	Papunesia	Land Dayak	Austronesian	FALSE	FALSE
rao	raoo1244	Rao	-4.75	144.5	Papunesia	Annaberg	Lower Sepik-Ramu	FALSE	FALSE
bbm	bamb1270	Bambam	-3.083333333	119.0833333	Papunesia	South Sulawesi	Austronesian	FALSE	FALSE
dca	casi1235	Dumagat (Casiguran)	16.33333333	122	Papunesia	Northern Luzon	Austronesian	FALSE	FALSE
lga	onto1237	Luangiua	-5.333333333	159.4166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
trt	tern1247	Ternate	0.833333333	127.25	Papunesia	North Halmaheran	West Papuan	FALSE	FALSE
kyk	kyak1244	Kyaka	-5.55	144.0833333	Papunesia	Engan	Trans-New Guinea	FALSE	FALSE
ena	enga1252	Enga	-5.5	143.6666667	Papunesia	Engan	Trans-New Guinea	FALSE	FALSE
klv	kili1267	Kilivila	-8.5	151.0833333	Papunesia	Oceanic	Austronesian	FALSE	TRUE
irr	irar1238	Irarutu	-3	133.5	Papunesia	South Halmahera - West New Guinea	Austronesian	FALSE	FALSE
mrq	nort2845	Marquesan	-8.916666667	-140.0833333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
ruk	ruka1240	Rukai (Tanan)	22.83333333	120.8333333	Papunesia	Rukai	Austronesian	FALSE	FALSE
ark	arak1252	Araki	-15.66666667	166.9166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
yap	yape1248	Yapese	9.583333333	138.1666667	Papunesia	Yapese	Austronesian	FALSE	FALSE
ono	onoo1246	Ono	-6.166666667	147.5833333	Papunesia	Finisterre-Huon	Trans-New Guinea	FALSE	FALSE
boi	boik1241	Boiken	-3.5	143.5	Papunesia	Ndu	Sepik	FALSE	FALSE
pad	pado1242	Padoe	-2.333333333	121.3333333	Papunesia	Celebic	Austronesian	FALSE	FALSE
iau	iauu1242	Iau	-3.166666667	137.5	Papunesia	Lakes Plain	Lakes Plain	FALSE	FALSE
tht	tehi1237	Tehit	-1.5	132	Papunesia	West Bird's Head	West Papuan	FALSE	FALSE
tah	tahi1242	Tahitian	-17.66666667	-149.5833333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
ksr	kisa1266	Kisar	-8.083333333	127.1166667	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
bsm	bisl1239	Bislama	-16	168	Papunesia	Creoles and Pidgins	other	FALSE	FALSE
bkr	bata1293	Batak (Karo)	3.25	98.25	Papunesia	Northwest Sumatra-Barrier Islands	Austronesian	FALSE	TRUE
ngu	nort2836	Nguna	-16.91666667	168.5	Papunesia	Oceanic	Austronesian	FALSE	FALSE
aga	agar1252	Agarabi	-6.166666667	146	Papunesia	Eastern Highlands	Trans-New Guinea	FALSE	FALSE
gds	gads1258	Gadsup	-6.25	146	Papunesia	Eastern Highlands	Trans-New Guinea	FALSE	FALSE
beg	idaa1241	Begak-Ida'an	5.25	118.8333333	Papunesia	North Borneo	Austronesian	FALSE	FALSE
sko	nucl1634	Skou	-2.666666667	140.9166667	Papunesia	Western Skou	Skou	FALSE	FALSE
kwb	nucl1595	Kwerba	-2.25	138.5	Papunesia	Kwerba	Kwerba	FALSE	FALSE
ttn	tetu1245	Tetun	-9	126	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
nnd	nend1239	Nend	-5	144.9166667	Papunesia	Madang	Trans-New Guinea	FALSE	FALSE
tns	sout2869	Tanna (Southwest)	-19.56666667	169.3333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
wer	weri1253	Weri	-7.75	146.9166667	Papunesia	Goilalan	Trans-New Guinea	FALSE	FALSE
kam	kamb1299	Kambera	-9.833333333	120.1666667	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
mom	nucl1452	Mombum	-8.25	138.75	Papunesia	Mombum	Mombum	FALSE	FALSE
all	lala1268	Ala'ala	-8.916666667	146.75	Papunesia	Oceanic	Austronesian	FALSE	FALSE
kae	kaki1249	Kaki Ae	-8	145.8333333	Papunesia	Tate	Eleman	FALSE	FALSE
bvi	bali1280	Bali-Vitu	-4.9	149.1166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
taf	sapo1253	Taiof	-5.533333333	154.6333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
gmw	guma1254	Gumawana	-9.25	150.8333333	Papunesia	Oceanic	Austronesian	FALSE	FALSE
svs	savo1255	Savosavo	-9.133333333	159.8	Papunesia	Savosavo	Solomons East Papuan	FALSE	FALSE
omi	omie1241	Ömie	-9.05	148.0833333	Papunesia	Koiarian	Trans-New Guinea	FALSE	FALSE
try	tiru1241	Tiruray	6.75	124.1666667	Papunesia	Bilic	Austronesian	FALSE	FALSE
baa	bara1377	Barai	-9.333333333	148.0833333	Papunesia	Koiarian	Trans-New Guinea	FALSE	FALSE
kmb	ndei1235	Kombai	-5.583333333	140	Papunesia	Awju-Dumut	Trans-New Guinea	FALSE	FALSE
sur	surs1246	Sursurunga	-4	152.7666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
orl	orok1267	Orokolo	-7.833333333	145.3333333	Papunesia	Eleman Proper	Eleman	FALSE	FALSE
ngd	ngad1261	Ngad'a	-8.833333333	121	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
fas	fasu1242	Fasu	-6.583333333	143.3333333	Papunesia	Fasu	Trans-New Guinea	FALSE	FALSE
amn	aman1265	Amanab	-3.583333333	141.25	Papunesia	Border	Border	FALSE	FALSE
mem	mane1266	Manem	-3	140.8333333	Papunesia	Border	Border	FALSE	FALSE
lou	louu1245	Lou	-2.383333333	147.3166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
dni	lowe1415	Dani (Lower Grand Valley)	-4.333333333	138.8333333	Papunesia	Dani	Trans-New Guinea	TRUE	TRUE
frd	ford1242	Fordata	-6.75	131.5	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
kei	keii1239	Kei	-5.833333333	132.9166667	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
tbr	taba1263	Tabaru	1.5	127.25	Papunesia	North Halmaheran	West Papuan	FALSE	FALSE
bto	bata1289	Batak (Toba)	2.5	99	Papunesia	Northwest Sumatra-Barrier Islands	Austronesian	FALSE	FALSE
mdr	nucl1460	Madurese	-7	113.5	Papunesia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
tga	tang1348	Tangga	-3.466666667	153.2	Papunesia	Oceanic	Austronesian	FALSE	FALSE
bmr	buru1306	Burum	-6.5	147.3333333	Papunesia	Finisterre-Huon	Trans-New Guinea	FALSE	FALSE
tmm	malo1243	Tamabo	-15.66666667	167.1666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
mke	meke1243	Mekeo	-8.333333333	146.5	Papunesia	Oceanic	Austronesian	FALSE	FALSE
suk	suki1245	Suki	-8	141.75	Papunesia	Suki	Gogodala-Suki	FALSE	FALSE
yil	yill1241	Yil	-3.533333333	142.15	Papunesia	Wapei-Palei	Torricelli	FALSE	FALSE
fiw	west2519	Fijian (Wayan)	-17	177.3	Papunesia	Oceanic	Austronesian	FALSE	FALSE
fij	fiji1243	Fijian	-17.83333333	178	Papunesia	Oceanic	Austronesian	TRUE	TRUE
bal	bali1278	Balinese	-8.333333333	115.25	Papunesia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
mds	mala1481	Manadonese	1.5	124.8333333	Papunesia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
kuy	teng1267	Kutai	-0.333333333	116.6666667	Papunesia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
sun	sund1252	Sundanese	-7	107	Papunesia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
yel	yele1255	Yelî Dnye	-11.36666667	154.1666667	Papunesia	Yele	Yele	FALSE	FALSE
mbu	mana1298	Manambu	-4.25	142.8333333	Papunesia	Ndu	Sepik	FALSE	FALSE
thw	thao1240	Thao	23.88333333	120.9166667	Papunesia	Western Plains Austronesian	Austronesian	FALSE	FALSE
kwr	kwam1252	Kwamera	-19.58333333	169.4166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
mri	moro1289	Moraori	-8.583333333	140.6666667	Papunesia	Moraori	Moraori	FALSE	FALSE
aji	ajie1238	Ajië	-21.33333333	165.5	Papunesia	Oceanic	Austronesian	FALSE	FALSE
pag	pagu1249	Pagu	1.25	127.75	Papunesia	North Halmaheran	West Papuan	FALSE	FALSE
mnt	ment1249	Mentawai	-1.5	99	Papunesia	Northwest Sumatra-Barrier Islands	Austronesian	FALSE	FALSE
sir	siar1238	Siar	-4.666666667	152.9166667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
tgw	west2538	Tarangan (West)	-6.5	134.1666667	Papunesia	Central Malayo-Polynesian	Austronesian	FALSE	FALSE
dag	daga1275	Daga	-10	149.3333333	Papunesia	Dagan	Dagan	TRUE	TRUE
aul	aulu1238	Aulua	-16.33333333	167.6666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
rot	rotu1241	Rotuman	-12.5	177.0666667	Papunesia	Oceanic	Austronesian	FALSE	FALSE
